assembly_contig	length	n_genome_ids	primary_genome	primary_aligned_bp	secondary_genome	secondary_aligned_bp	chimera_threshold_bp	cross_binid_chimera	has_accepted_alignment
BASE_00001764	3398	1	ASV487.10	3398		0	1000	false	true
BASE_00001765	1976	2	ASV486.6	1976	ASV476.8	1976	1000	true	true
BASE_00001766	2280	2	ASV507.11	1820	ASV507.9	1748	1000	true	true
BASE_00001767	1468	1	ASV487.10	1468		0	1000	false	true
BASE_00001768	1102	1	ASV507.1	1102		0	1000	false	true
BASE_00001769	3482	1	ASV102.10	3482		0	1000	false	true
BASE_00001770	1347	2	ASV507.3	1347	ASV507.1	1347	1000	true	true
BASE_00001771	1142	2	ASV486.6	1057	ASV476.8	1057	1000	true	true
BASE_00001772	1230	2	ASV486.6	1230	ASV476.8	1230	1000	true	true
BASE_00001773	1173	2	ASV486.6	1173	ASV476.8	1173	1000	true	true
BASE_00001774	3989	2	ASV102.10	3989	ASV153.8	3956	1000	true	true
BASE_00001775	1173	2	ASV476.8	1173	ASV486.6	1164	1000	true	true
BASE_00001776	1133	1	ASV300.8	1133		0	1000	false	true
BASE_00001777	2654	1	ASV579.0	2654		0	1000	false	true
BASE_00001778	1571	2	ASV153.8	1571	ASV102.10	1571	1000	true	true
BASE_00001779	1035	1	ASV399.6	1035		0	1000	false	true
BASE_00001780	1152	1	ASV507.11	1152		0	1000	false	true
BASE_00001781	3992	2	ASV153.8	3992	ASV102.10	3992	1000	true	true
BASE_00001782	1019	1	ASV300.8	1019		0	1000	false	true
BASE_00001783	8333	2	ASV487.10	8333	ASV507.11	7288	1000	true	true
BASE_00001784	1383	1	ASV487.10	1383		0	1000	false	true
BASE_00001785	2458	1	ASV507.11	2458		0	1000	false	true
BASE_00001786	1680	1	ASV300.8	1680		0	1000	false	true
BASE_00001787	1036	1	ASV266.11	1036		0	1000	false	true
BASE_00001788	32664	1	pASV42	32638		0	3266	false	true
BASE_00001789	1519	1	ASV507.9	1519		0	1000	false	true
BASE_00001790	5586	2	ASV507.9	5586	ASV507.11	5586	1000	true	true
BASE_00001791	1479	2	ASV486.6	1479	ASV476.8	1479	1000	true	true
BASE_00001792	1301	2	ASV476.8	1301	ASV486.6	1282	1000	true	true
BASE_00001793	2477	2	ASV507.9	2160	ASV507.11	2151	1000	true	true
BASE_00001794	1632	2	ASV153.8	1632	ASV102.10	1618	1000	true	true
BASE_00001795	1015	3	ASV507.1	1015	ASV507.0	954	1000	false	true
BASE_00001796	1663	1	ASV579.0	1663		0	1000	false	true
BASE_00001797	1415	2	ASV102.10	1415	ASV153.8	1389	1000	true	true
BASE_00001798	1110	1	ASV476.8	1110		0	1000	false	true
BASE_00001799	3370	1	ASV387.0	3370		0	1000	false	true
BASE_00001800	1303	1	ASV300.2	1303		0	1000	false	true
BASE_00001801	4050	1	ASV487.10	4050		0	1000	false	true
BASE_00001802	1934	2	ASV153.8	1934	ASV102.10	1934	1000	true	true
BASE_00001803	1135	1	ASV507.1	1135		0	1000	false	true
BASE_00001804	1156	1	ASV579.0	1156		0	1000	false	true
BASE_00001805	2991	1	ASV102.10	2991		0	1000	false	true
BASE_00001806	1241	2	ASV507.3	1240	ASV507.1	1240	1000	true	true
BASE_00001807	1401	1	ASV579.0	1401		0	1000	false	true
BASE_00001808	1835	2	ASV507.11	1819	ASV507.9	1817	1000	true	true
BASE_00001809	1005	1	ASV487.10	1005		0	1000	false	true
BASE_00001810	1022	1	ASV579.0	1022		0	1000	false	true
BASE_00001811	2980	1	ASV487.10	2959		0	1000	false	true
BASE_00001812	2859	1	ASV387.0	2859		0	1000	false	true
BASE_00001813	1148	1	ASV507.3	1122		0	1000	false	true
BASE_00001814	2862	2	ASV153.8	2862	ASV102.10	2862	1000	true	true
BASE_00001815	1221	3	ASV507.3	1221	ASV507.1	1221	1000	true	true
BASE_00001816	1444	2	ASV153.8	1444	ASV102.10	1444	1000	true	true
BASE_00001817	2755	2	ASV507.11	2738	ASV507.9	2699	1000	true	true
BASE_00001818	1117	2	ASV507.9	1117	ASV507.11	1099	1000	true	true
BASE_00001819	2230	2	ASV153.8	2230	ASV102.10	2230	1000	true	true
BASE_00001820	1048	2	ASV507.1	1048	ASV507.0	1048	1000	true	true
BASE_00001821	1107	2	ASV476.8	1107	ASV486.6	1083	1000	true	true
BASE_00001822	2800	2	ASV486.6	2800	ASV476.8	2800	1000	true	true
BASE_00001823	1223	2	ASV476.8	1223	ASV486.6	1199	1000	true	true
BASE_00001824	2980	2	ASV507.9	2980	ASV507.11	2980	1000	true	true
BASE_00001825	1218	1	ASV426.8	1218		0	1000	false	true
BASE_00001826	1624	1	ASV579.0	1624		0	1000	false	true
BASE_00001827	1553	1	ASV266.11	1553		0	1000	false	true
BASE_00001828	1047	2	ASV507.11	1047	ASV507.9	1030	1000	true	true
BASE_00001829	1643	2	ASV507.9	1436	ASV507.11	1436	1000	true	true
BASE_00001830	1323	1	ASV399.6	1323		0	1000	false	true
BASE_00001831	1520	1	ASV300.8	1520		0	1000	false	true
BASE_00001832	1883	1	ASV476.8	1883		0	1000	false	true
BASE_00001833	2823	2	ASV102.10	2823	ASV153.8	2804	1000	true	true
BASE_00001834	2876	1	ASV487.10	2876		0	1000	false	true
BASE_00001835	3403	2	ASV153.8	3403	ASV102.10	3403	1000	true	true
BASE_00001836	2775	2	ASV153.8	2775	ASV102.10	2775	1000	true	true
BASE_00001837	1844	1	ASV102.10	1844		0	1000	false	true
BASE_00001838	1364	2	ASV102.10	1364	ASV153.8	1345	1000	true	true
BASE_00001839	2035	2	ASV507.9	2035	ASV507.11	2035	1000	true	true
BASE_00001840	1507	2	ASV486.6	1507	ASV476.8	1507	1000	true	true
BASE_00001841	1782	1	ASV507.11	1782		0	1000	false	true
BASE_00001842	1483	1	ASV102.10	1483		0	1000	false	true
BASE_00001843	1429	1	ASV426.8	1429		0	1000	false	true
BASE_00001844	1690	3	ASV149.0	1473	ASV150.14	893	1000	false	true
BASE_00001845	2015	1	ASV436.0	2015		0	1000	false	true
BASE_00001846	1185	1	ASV406.4	1185		0	1000	false	true
BASE_00001847	1653	2	ASV507.9	1649	ASV507.11	1635	1000	true	true
BASE_00001848	1174	2	ASV476.8	1174	ASV486.6	1159	1000	true	true
BASE_00001849	1733	1	ASV102.10	1733		0	1000	false	true
BASE_00001850	2559	2	ASV153.8	2559	ASV102.10	2559	1000	true	true
BASE_00001851	1724	4	ASV507.9	1724	ASV507.1	1724	1000	true	true
BASE_00001852	1752	1	ASV300.8	1752		0	1000	false	true
BASE_00001853	1947	1	ASV487.10	1942		0	1000	false	true
BASE_00001854	1278	1	ASV507.11	1278		0	1000	false	true
BASE_00001855	1540	2	ASV153.8	1522	ASV102.10	1522	1000	true	true
BASE_00001856	1078	2	ASV486.6	1078	ASV476.8	1078	1000	true	true
BASE_00001857	2385	2	ASV153.8	2385	ASV102.10	2385	1000	true	true
BASE_00001858	1950	1	ASV579.0	1950		0	1000	false	true
BASE_00001859	1043	2	ASV486.6	1043	ASV476.8	1043	1000	true	true
BASE_00001860	1270	1	ASV102.10	1270		0	1000	false	true
BASE_00001861	1097	1	ASV507.9	1097		0	1000	false	true
BASE_00001862	1278	2	ASV507.1	1278	ASV507.3	1261	1000	true	true
BASE_00001863	2392	1	ASV487.10	2392		0	1000	false	true
BASE_00001864	2360	2	ASV486.6	2350	ASV476.8	2350	1000	true	true
BASE_00001865	5613	1	ASV487.10	5613		0	1000	false	true
BASE_00001866	4047	1	ASV487.10	4047		0	1000	false	true
BASE_00001867	1038	1	ASV487.10	1038		0	1000	false	true
BASE_00001868	2653	2	ASV153.8	2518	ASV102.10	2518	1000	true	true
BASE_00001869	1151	2	ASV507.3	979	ASV507.1	979	1000	false	true
BASE_00001870	2386	1	ASV300.8	2386		0	1000	false	true
BASE_00001871	1110	1	ASV399.6	1110		0	1000	false	true
BASE_00001872	7861	1	ASV387.0	7861		0	1000	false	true
BASE_00001873	1051	2	ASV153.8	1051	ASV102.10	1051	1000	true	true
BASE_00001874	11931	1	ASV487.10	11931		0	1193	false	true
BASE_00001875	1860	2	ASV153.8	1860	ASV102.10	1860	1000	true	true
BASE_00001876	1295	3	ASV507.3	1295	ASV507.0	1295	1000	true	true
BASE_00001877	1462	1	ASV102.10	1462		0	1000	false	true
BASE_00001878	1921	1	ASV300.8	1921		0	1000	false	true
BASE_00001879	1310	1	ASV476.8	1310		0	1000	false	true
BASE_00001880	1225	2	ASV507.3	1225	ASV507.1	1225	1000	true	true
BASE_00001881	1001	2	ASV486.6	1001	ASV476.8	1001	1000	true	true
BASE_00001882	1149	1	ASV579.0	1149		0	1000	false	true
BASE_00001883	2940	2	ASV153.8	2940	ASV102.10	2940	1000	true	true
BASE_00001884	1001	2	ASV153.8	1001	ASV102.10	1001	1000	true	true
BASE_00001885	1296	1	hvASV2.6	968		0	1000	false	true
BASE_00001886	1223	2	ASV153.8	1223	ASV102.10	1223	1000	true	true
BASE_00001887	1263	1	ASV507.1	1246		0	1000	false	true
BASE_00001888	1019	1	ASV399.6	1019		0	1000	false	true
BASE_00001889	1412	1	ASV507.1	1412		0	1000	false	true
BASE_00001890	2679	1	ASV102.10	2670		0	1000	false	true
BASE_00001891	1138	2	ASV153.8	1138	ASV102.10	1138	1000	true	true
BASE_00001892	1968	1	ASV149.0	1968		0	1000	false	true
BASE_00001893	4621	1	ASV487.10	4615		0	1000	false	true
BASE_00001894	3335	2	ASV153.8	3335	ASV102.10	3335	1000	true	true
BASE_00001895	1941	2	ASV507.9	1941	ASV507.11	1941	1000	true	true
BASE_00001896	5912	2	ASV153.8	5912	ASV102.10	5912	1000	true	true
BASE_00001897	1399	2	ASV486.6	1399	ASV476.8	1399	1000	true	true
BASE_00001898	1005	1	ASV507.11	1005		0	1000	false	true
BASE_00001899	3172	1	ASV387.0	3172		0	1000	false	true
BASE_00001900	3285	2	ASV153.8	3285	ASV102.10	3285	1000	true	true
BASE_00001901	2186	1	ASV102.10	2186		0	1000	false	true
BASE_00001902	2133	1	ASV487.10	2133		0	1000	false	true
BASE_00001903	1289	1	ASV300.8	1289		0	1000	false	true
BASE_00001904	1852	2	ASV507.1	1558	ASV507.3	1390	1000	true	true
BASE_00001905	1298	1	ASV579.0	1298		0	1000	false	true
BASE_00001906	3158	1	ASV102.10	3158		0	1000	false	true
BASE_00001907	1180	1	ASV300.8	1180		0	1000	false	true
BASE_00001908	1226	2	ASV486.6	1226	ASV476.8	1226	1000	true	true
BASE_00001909	3044	1	ASV387.0	3044		0	1000	false	true
BASE_00001910	1712	1	ASV102.10	1712		0	1000	false	true
BASE_00001911	1523	2	ASV507.3	1523	ASV507.1	1523	1000	true	true
BASE_00001912	1453	1	ASV102.10	1453		0	1000	false	true
BASE_00001913	1736	2	ASV507.11	1690	ASV507.9	637	1000	false	true
BASE_00001914	1186	1	ASV102.10	1186		0	1000	false	true
BASE_00001915	1121	1	ASV579.0	1115		0	1000	false	true
BASE_00001916	1274	2	ASV507.11	1274	ASV507.9	1265	1000	true	true
BASE_00001917	1649	1	ASV507.11	1649		0	1000	false	true
BASE_00001918	1093	1	ASV300.8	1093		0	1000	false	true
BASE_00001919	1619	1	ASV387.0	1619		0	1000	false	true
BASE_00001920	4110	2	ASV102.10	4110	ASV153.8	4105	1000	true	true
BASE_00001921	1394	2	ASV507.11	1394	ASV507.9	1366	1000	true	true
BASE_00001922	4261	2	ASV153.8	4261	ASV102.10	4261	1000	true	true
BASE_00001923	1086	2	ASV507.11	1086	ASV507.0	1086	1000	true	true
BASE_00001924	1086	2	ASV486.6	945	ASV476.8	945	1000	false	true
BASE_00001925	1030	1	ASV436.0	1030		0	1000	false	true
BASE_00001926	1053	1	ASV399.6	1053		0	1000	false	true
BASE_00001927	1031	1	ASV406.4	1031		0	1000	false	true
BASE_00001928	2418	1	ASV300.8	2418		0	1000	false	true
BASE_00001929	2819	1	ASV487.10	2819		0	1000	false	true
BASE_00001930	2530	1	ASV487.10	2530		0	1000	false	true
BASE_00001931	1342	2	ASV486.6	1342	ASV476.8	1342	1000	true	true
BASE_00001932	1120	2	hvASV10.7	623	vASV6.0	575	1000	false	true
BASE_00001933	3175	1	ASV487.10	2834		0	1000	false	true
BASE_00001934	1007	1	ASV579.0	1007		0	1000	false	true
BASE_00001935	4947	1	ASV387.0	4947		0	1000	false	true
BASE_00001936	1652	1	ASV579.0	1652		0	1000	false	true
BASE_00001937	2039	2	ASV153.8	2039	ASV102.10	2039	1000	true	true
BASE_00001938	2243	1	ASV487.10	2243		0	1000	false	true
BASE_00001939	1391	1	ASV487.10	1391		0	1000	false	true
BASE_00001940	1209	1	ASV579.0	1209		0	1000	false	true
BASE_00001941	1024	1	ASV507.1	1024		0	1000	false	true
BASE_00001942	1305	1	ASV300.8	1305		0	1000	false	true
BASE_00001943	1587	1	ASV507.1	1587		0	1000	false	true
BASE_00001944	1819	2	ASV102.10	1819	ASV153.8	1798	1000	true	true
BASE_00001945	4431	2	ASV507.11	4334	ASV507.9	3967	1000	true	true
BASE_00001946	1289	1	ASV579.0	1289		0	1000	false	true
BASE_00001947	1766	1	ASV300.8	1766		0	1000	false	true
BASE_00001948	6987	1	ASV387.0	6987		0	1000	false	true
BASE_00001949	1001	1	ASV102.10	1001		0	1000	false	true
BASE_00001950	1817	1	ASV579.0	1817		0	1000	false	true
BASE_00001951	2349	2	ASV153.8	2349	ASV102.10	2349	1000	true	true
BASE_00001952	1765	2	ASV507.9	906	ASV507.11	906	1000	false	true
BASE_00001953	2176	2	ASV153.8	2176	ASV102.10	2176	1000	true	true
BASE_00001954	2270	1	ASV579.0	2270		0	1000	false	true
BASE_00001955	1078	1	ASV579.0	1078		0	1000	false	true
BASE_00001956	1189	1	ASV266.11	1189		0	1000	false	true
BASE_00001957	1175	2	ASV507.0	1175	ASV507.1	965	1000	false	true
BASE_00001958	1194	1	ASV399.6	1194		0	1000	false	true
BASE_00001959	3273	2	ASV153.8	3273	ASV102.10	3273	1000	true	true
BASE_00001960	1824	2	ASV102.10	1824	ASV153.8	1810	1000	true	true
BASE_00001961	2204	3	ASV507.3	2204	ASV507.1	2204	1000	true	true
BASE_00001962	1178	1	ASV102.10	1178		0	1000	false	true
BASE_00001963	3164	1	ASV487.10	3085		0	1000	false	true
BASE_00001964	1283	1	ASV300.8	1283		0	1000	false	true
BASE_00001965	1121	1	ASV579.0	1121		0	1000	false	true
BASE_00001966	1695	1	ASV102.10	1695		0	1000	false	true
BASE_00001967	1101	1	ASV579.0	1101		0	1000	false	true
BASE_00001968	2115	2	ASV102.10	2115	ASV153.8	2098	1000	true	true
BASE_00001969	2638	1	ASV487.10	2638		0	1000	false	true
BASE_00001970	1585	1	ASV487.10	1585		0	1000	false	true
BASE_00001971	1506	2	ASV102.10	1079	ASV153.8	1072	1000	true	true
BASE_00001972	1957	1	ASV487.10	1957		0	1000	false	true
BASE_00001973	1703	2	ASV102.10	1703	ASV153.8	1678	1000	true	true
BASE_00001974	2175	1	ASV507.11	1774		0	1000	false	true
BASE_00001975	2234	2	ASV507.3	2234	ASV507.1	2234	1000	true	true
BASE_00001976	1274	1	ASV406.4	1274		0	1000	false	true
BASE_00001977	4132	2	ASV153.8	4132	ASV102.10	4132	1000	true	true
BASE_00001978	2280	2	ASV153.8	2280	ASV102.10	2280	1000	true	true
BASE_00001979	4787	2	ASV102.10	4787	ASV153.8	4771	1000	true	true
BASE_00001980	1354	1	ASV507.11	1354		0	1000	false	true
BASE_00001981	2365	1	ASV102.10	2365		0	1000	false	true
BASE_00001982	1185	1	ASV579.0	1185		0	1000	false	true
BASE_00001983	1141	1	ASV406.4	1141		0	1000	false	true
BASE_00001984	1039	2	ASV102.10	888	ASV153.8	832	1000	false	true
BASE_00001985	1374	1	ASV507.1	1343		0	1000	false	true
BASE_00001986	1355	2	ASV486.6	1355	ASV476.8	1355	1000	true	true
BASE_00001987	1151	2	ASV486.6	1151	ASV476.8	1151	1000	true	true
BASE_00001988	4988	1	ASV387.0	4988		0	1000	false	true
BASE_00001989	7195	1	ASV487.10	7195		0	1000	false	true
BASE_00001990	1217	1	ASV579.0	1217		0	1000	false	true
BASE_00001991	1161	1	ASV300.8	1161		0	1000	false	true
BASE_00001992	2250	1	ASV102.10	2250		0	1000	false	true
BASE_00001993	1469	1	ASV300.8	1469		0	1000	false	true
BASE_00001994	1388	1	ASV102.10	1388		0	1000	false	true
BASE_00001995	1168	2	ASV507.1	1168	ASV507.3	1156	1000	true	true
BASE_00001996	1442	3	ASV507.3	1442	ASV507.11	1319	1000	true	true
BASE_00001997	1084	1	ASV406.4	1084		0	1000	false	true
BASE_00001998	1253	1	ASV300.8	1253		0	1000	false	true
BASE_00001999	70170	1	ASV149.0	70170		0	7017	false	true
BASE_00002000	4507	1	ASV487.10	4507		0	1000	false	true
BASE_00002001	1910	2	ASV153.8	1910	ASV102.10	1910	1000	true	true
BASE_00002002	7455	1	ASV387.0	7455		0	1000	false	true
BASE_00002003	1241	1	ASV487.10	1241		0	1000	false	true
BASE_00002004	1731	2	ASV507.0	1687	ASV507.11	1417	1000	true	true
BASE_00002005	1912	1	ASV579.0	1912		0	1000	false	true
BASE_00002006	1584	1	vASV60.0	1584		0	1000	false	true
BASE_00002007	1853	1	ASV507.1	1853		0	1000	false	true
BASE_00002008	1780	1	ASV487.10	1780		0	1000	false	true
BASE_00002009	1892	1	ASV507.11	1879		0	1000	false	true
BASE_00002010	4520	1	ASV102.10	4520		0	1000	false	true
BASE_00002011	1818	2	ASV153.8	1818	ASV102.10	1818	1000	true	true
BASE_00002012	1203	2	ASV507.9	1203	ASV507.1	1191	1000	true	true
BASE_00002013	1009	2	ASV153.8	1009	ASV102.10	1009	1000	true	true
BASE_00002014	1944	1	ASV300.8	1944		0	1000	false	true
BASE_00002015	2161	1	ASV487.10	2161		0	1000	false	true
BASE_00002016	1049	3	vASV86.0	1049	hvASV28.8	1049	1000	true	true
BASE_00002017	1015	2	ASV486.6	1015	ASV476.8	1015	1000	true	true
BASE_00002018	2587	2	ASV507.9	2587	ASV507.11	2587	1000	true	true
BASE_00002019	2894	2	ASV153.8	2894	ASV102.10	2894	1000	true	true
BASE_00002020	1124	1	ASV692.1	1108		0	1000	false	true
BASE_00002021	3669	1	ASV387.0	3669		0	1000	false	true
BASE_00002022	1718	2	ASV486.6	1718	ASV476.8	1718	1000	true	true
BASE_00002023	2225	1	ASV507.11	2225		0	1000	false	true
BASE_00002024	6007	1	ASV487.10	6007		0	1000	false	true
BASE_00002025	1415	1	ASV399.6	1029		0	1000	false	true
BASE_00002026	1130	1	ASV426.8	1130		0	1000	false	true
BASE_00002027	2019	1	ASV300.8	2019		0	1000	false	true
BASE_00002028	1103	1	ASV579.0	1103		0	1000	false	true
BASE_00002029	1193	3	ASV150.14	638	ASV153.8	585	1000	false	true
BASE_00002030	1495	2	ASV486.6	1495	ASV476.8	1495	1000	true	true
BASE_00002031	1242	1	ASV507.11	1220		0	1000	false	true
BASE_00002032	2427	1	ASV476.8	2427		0	1000	false	true
BASE_00002033	1089	1	ASV406.4	1089		0	1000	false	true
BASE_00002034	1082	2	ASV153.8	1082	ASV102.10	1082	1000	true	true
BASE_00002035	1353	2	ASV486.6	1353	ASV476.8	1353	1000	true	true
BASE_00002036	1108	1	ASV426.8	1108		0	1000	false	true
BASE_00002037	1558	1	ASV692.1	1362		0	1000	false	true
BASE_00002038	6679	1	ASV487.10	6679		0	1000	false	true
BASE_00002039	6676	1	ASV387.0	6676		0	1000	false	true
BASE_00002040	1452	2	ASV153.8	1452	ASV102.10	1452	1000	true	true
BASE_00002041	2454	1	ASV507.1	2454		0	1000	false	true
BASE_00002042	1743	1	ASV387.0	1743		0	1000	false	true
BASE_00002043	2379	1	ASV487.10	2379		0	1000	false	true
BASE_00002044	1228	1	ASV290.6	1228		0	1000	false	true
BASE_00002045	1139	2	ASV507.1	1131	ASV507.0	1102	1000	true	true
BASE_00002046	1229	1	ASV426.8	1229		0	1000	false	true
BASE_00002047	2122	2	ASV507.3	2107	ASV507.1	2107	1000	true	true
BASE_00002048	3409	2	ASV153.8	3409	ASV102.10	3409	1000	true	true
BASE_00002049	1199	1	ASV551.0	1199		0	1000	false	true
BASE_00002050	2308	2	ASV153.8	2308	ASV102.10	2308	1000	true	true
BASE_00002051	1363	2	ASV486.6	1363	ASV476.8	1344	1000	true	true
BASE_00002052	2282	2	ASV153.8	2282	ASV102.10	2282	1000	true	true
BASE_00002053	3527	2	ASV102.10	3527	ASV153.8	3526	1000	true	true
BASE_00002054	1000	1	ASV102.10	1000		0	1000	false	true
BASE_00002055	1976	2	ASV507.11	1976	ASV507.9	1948	1000	true	true
BASE_00002056	3171	2	ASV102.10	3171	ASV153.8	2764	1000	true	true
BASE_00002057	1113	1	ASV579.0	1113		0	1000	false	true
BASE_00002058	1183	2	ASV153.8	1183	ASV102.10	1183	1000	true	true
BASE_00002059	1740	2	ASV507.11	1740	ASV507.3	1410	1000	true	true
BASE_00002060	1545	1	ASV487.10	1545		0	1000	false	true
BASE_00002061	1355	1	ASV300.8	1355		0	1000	false	true
BASE_00002062	1203	2	ASV507.9	1203	ASV507.11	1203	1000	true	true
BASE_00002063	1075	1	ASV507.11	1075		0	1000	false	true
BASE_00002064	1029	2	ASV102.10	1029	ASV153.8	1014	1000	true	true
BASE_00002065	1010	1	ASV456.0	1010		0	1000	false	true
BASE_00002066	10591	1	ASV387.0	10591		0	1059	false	true
BASE_00002067	2644	2	ASV102.10	2644	ASV153.8	2632	1000	true	true
BASE_00002068	1184	2	ASV486.6	1184	ASV476.8	1184	1000	true	true
BASE_00002069	1116	2	ASV153.8	1116	ASV102.10	1116	1000	true	true
BASE_00002070	2661	1	ASV300.8	2661		0	1000	false	true
BASE_00002071	1294	1	ASV476.8	1294		0	1000	false	true
BASE_00002072	2183	1	ASV102.10	2183		0	1000	false	true
BASE_00002073	1797	2	ASV507.9	1796	ASV507.11	1796	1000	true	true
BASE_00002074	3644	2	ASV507.11	3521	ASV507.9	3505	1000	true	true
BASE_00002075	1235	2	ASV486.6	1235	ASV476.8	1235	1000	true	true
BASE_00002076	1089	2	ASV486.6	1089	ASV476.8	1089	1000	true	true
BASE_00002077	1582	1	ASV102.10	1582		0	1000	false	true
BASE_00002078	1529	3	ASV507.1	1529	ASV507.3	1511	1000	true	true
BASE_00002079	1029	2	ASV486.6	1029	ASV476.8	1029	1000	true	true
BASE_00002080	2577	1	ASV300.8	2577		0	1000	false	true
BASE_00002081	1006	1	ASV507.3	1006		0	1000	false	true
BASE_00002082	1170	2	ASV153.8	1170	ASV102.10	1170	1000	true	true
BASE_00002083	1227	2	ASV486.6	1227	ASV476.8	1227	1000	true	true
BASE_00002084	2411	2	ASV507.9	2411	ASV507.11	2411	1000	true	true
BASE_00002085	1045	2	ASV102.10	1045	ASV153.8	1030	1000	true	true
BASE_00002086	1452	2	ASV486.6	1452	ASV476.8	1452	1000	true	true
BASE_00002087	1004	1	ASV507.9	1004		0	1000	false	true
BASE_00002088	1161	1	ASV102.10	1147		0	1000	false	true
BASE_00002089	1795	1	ASV406.4	1795		0	1000	false	true
BASE_00002090	1269	2	ASV507.3	1268	ASV507.1	1262	1000	true	true
BASE_00002091	1916	3	ASV507.0	1916	ASV507.3	1914	1000	true	true
BASE_00002092	2781	2	ASV150.14	2781	ASV102.10	2781	1000	true	true
BASE_00002093	1144	2	ASV153.8	1144	ASV102.10	1144	1000	true	true
BASE_00002094	5139	2	ASV102.10	5139	ASV153.8	5137	1000	true	true
BASE_00002095	1226	2	ASV507.0	1226	ASV507.1	1214	1000	true	true
BASE_00002096	2616	2	ASV507.9	2616	ASV507.11	2616	1000	true	true
BASE_00002097	1317	1	ASV579.0	1317		0	1000	false	true
BASE_00002098	2157	1	ASV487.10	2157		0	1000	false	true
BASE_00002099	1503	1	ASV102.10	1503		0	1000	false	true
BASE_00002100	1686	1	ASV387.0	1686		0	1000	false	true
BASE_00002101	1287	3	ASV507.1	1287	ASV507.3	1277	1000	true	true
BASE_00002102	1158	1	ASV579.0	1158		0	1000	false	true
BASE_00002103	1161	1	ASV300.8	1161		0	1000	false	true
BASE_00002104	2234	1	ASV507.1	1517		0	1000	false	true
BASE_00002105	1108	2	ASV507.9	1108	ASV507.11	1100	1000	true	true
BASE_00002106	1162	1	ASV579.0	1162		0	1000	false	true
BASE_00002107	1543	2	ASV153.8	1543	ASV102.10	1543	1000	true	true
BASE_00002108	1845	2	ASV507.0	1845	ASV442.4	1741	1000	true	true
BASE_00002109	1016	1	ASV487.10	1016		0	1000	false	true
BASE_00002110	1787	1	ASV507.1	1787		0	1000	false	true
BASE_00002111	1092	1	ASV507.11	1092		0	1000	false	true
BASE_00002112	1070	1	ASV507.11	1070		0	1000	false	true
BASE_00002113	4006	2	ASV507.11	4001	ASV507.9	3821	1000	true	true
BASE_00002114	1872	1	ASV300.8	1872		0	1000	false	true
BASE_00002115	1036	2	ASV507.1	1036	ASV507.0	997	1000	false	true
BASE_00002116	1652	2	ASV153.8	1652	ASV102.10	1652	1000	true	true
BASE_00002117	2255	2	ASV507.9	2255	ASV507.11	2255	1000	true	true
BASE_00002118	1527	1	ASV102.10	1527		0	1000	false	true
BASE_00002119	5674	2	ASV153.8	5674	ASV102.10	5674	1000	true	true
BASE_00002120	3240	1	ASV102.10	3240		0	1000	false	true
BASE_00002121	6796	1	ASV487.10	6796		0	1000	false	true
BASE_00002122	1415	1	ASV102.10	1415		0	1000	false	true
