pmcid,title,stage,reason
PMC10427870,A meta-analysis of the Zilongjin tablets for non-small cell lung cancer and its network pharmacology of action against NSCLC and COVID-19.,metadata,title_pattern:\bmeta-analysis\b
PMC11085916,Analysis of the Protective Effects of <i>Rosa roxburghii</i>-Fermented Juice on Lipopolysaccharide-Induced Acute Lung Injury in Mice through Network Pharmacology and Metabolomics.,metadata,no_intervention_signal
PMC10645501,Characterization of the Active Ingredient and Prediction of the Potential Mechanism of Dahuoluo Pill via Mass Spectrometry with the Network Pharmacology Method.,metadata,no_intervention_signal
PMC12240661,Network Pharmacology and Serum Nontargeted Metabolomics Reveal the Protective Effects of Propionate Against Liver Damage Induced by a High-Fat and AGE-Rich Diet in Diabetic Mice.,metadata,no_intervention_signal
PMC7042531,Applications of Network Pharmacology in Traditional Chinese Medicine Research.,metadata,publication_type:review-article review journal article
PMC13083118,Drug-induced gingival overgrowth: FAERS based real-world pharmacovigilance study and network pharmacology analysis.,metadata,no_intervention_signal
PMC10238038,Network pharmacology and molecular docking to explore the pharmacological mechanism of Yifei Tongluo granules in treating idiopathic pulmonary fibrosis: A review.,metadata,title_pattern:\breview\b
PMC9858418,Exploring the pharmacological mechanisms of Shuanghuanglian against T-cell acute lymphoblastic leukaemia through network pharmacology combined with molecular docking and experimental validation.,metadata,no_intervention_signal
PMC11661590,Integrating network pharmacology and experimental validation to explore the pharmacological mechanism of Astragaloside IV in alleviating urotensin II-mediated renal tubular epithelial cell injury.,metadata,no_intervention_signal
PMC10820555,Study on the Pharmacological Mechanism of Icariin for the Treatment of Alzheimer's Disease Based on Network Pharmacology and Molecular Docking Techniques.,metadata,no_intervention_signal
PMC9729047,Exploring the Mechanism of Action of <i>Trachelospermi Caulis</i> et Folium for Depression Based on Experiments: Combining Network Pharmacology and Molecular Docking.,metadata,no_intervention_signal
PMC9900250,Network Pharmacology and Molecular Docking Analysis of Shufeiya Recipe in the Treatment of Pulmonary Hypertension.,metadata,no_intervention_signal
,"Evaluation of immunity enhancing potential of Ocimum sanctum L. (TulsiOdaat™) on mouse macrophage RAW 264.7 cells, network pharmacology and insilico studies",metadata,no_pmcid
PMC10974641,Exploring the Mechanism of Salvianolic Acid B against Myocardial Ischemia-Reperfusion Injury Based on Network Pharmacology.,metadata,no_intervention_signal
PMC12985181,"Uncovering the Potential Mechanisms of Ergothioneine in Neuroinflammation Through Network Pharmacology, Molecular Docking, Molecular Dynamics Simulation, and In Vitro Validation.",metadata,no_intervention_signal
PMC8807566,<i>Salvia miltiorrhiza</i> Bge. (Danshen) for Inflammatory Bowel Disease: Clinical Evidence and Network Pharmacology-Based Strategy for Developing Supplementary Medical Application.,metadata,publication_type:review-article review journal article
PMC8425243,Mechanism of tangshen formula in treating diabetic nephropathy revealed by network pharmacology approach.,metadata,publication_type:letter journal article
PMC11568095,Network pharmacology and in vitro experiments to investigate the anti-gastric cancer effects of paeoniflorin through the RAS/MAPK signaling pathway.,metadata,no_intervention_signal
PMC9024123,Network Pharmacology Analysis of Huangqi Jianzhong Tang Targets in Gastric Cancer.,metadata,no_intervention_signal
PMC9609690,High-Throughput Metabolomics Integrated Network Pharmacology Reveals the Underlying Mechanism of Paeoniae Radix Alba Treating Rheumatoid Arthritis.,metadata,no_intervention_signal
PMC10958415,Elucidating Cyathula Officinals' mechanism in osteoarthritis treatment: Network pharmacology and empirical evidence on anti-inflammatory actions.,metadata,no_intervention_signal
PMC8447999,Investigation on the mechanisms of guiqi huoxue capsule for treating cervical spondylosis based on network pharmacology and molecular docking.,metadata,publication_type:review-article journal article
PMC12810795,Identification of empagliflozin-related hub genes in atherosclerosis and their correlations with immune infiltration: Network pharmacology and bioinformatics analyses.,metadata,no_intervention_signal
PMC9061215,Integrated Network Pharmacology and Metabolomics Analysis to Reveal the Potential Mechanism of Siwu Paste on Aplastic Anemia Induced by Chemotherapy Drugs.,metadata,no_intervention_signal
PMC10034984,Exploring the Mechanism of Bergamot Essential Oil against Asthma Based on Network Pharmacology and Experimental Verification.,metadata,no_intervention_signal
PMC12708116,Research on the potential mechanisms of propofol in treating depression after brain injury based on network pharmacology.,metadata,no_intervention_signal
PMC9592205,Network Pharmacology-Based Dissection of the Mechanism of Drynariae Rhizoma for Low Back Pain.,metadata,no_intervention_signal
PMC12221042,Exploring the mechanism of Synechococcus sp. XM-24 in gastric cancer treatment via network pharmacology and molecular docking.,metadata,no_intervention_signal
PMC12294780,"A Systems Biology Approach to Memory Health: Integrating Network Pharmacology, Gut Microbiota, and Multi-Omics for Health Functional Foods.",metadata,publication_type:review-article review journal article
PMC13208285,Erucin Targets Oncogenic Signaling Pathways in Triple-Negative Breast Cancer: An Integrated Network Pharmacology and In Vitro Study.,metadata,no_intervention_signal
PMC10042171,Network Pharmacology and Experimental Validation to Explore That Celastrol Targeting PTEN is the Potential Mechanism of <i>Tripterygium wilfordii</i> (Lév.) Hutch Against IgA Nephropathy.,metadata,no_intervention_signal
PMC10906400,Mechanisms with network pharmacology approach of Ginsenosides in Alzheimer's disease.,metadata,publication_type:review-article review journal article
PMC8557045,Detection of Herbal Combinations and Pharmacological Mechanisms of Clinical Prescriptions for Coronary Heart Disease Using Data Mining and Network Pharmacology.,metadata,publication_type:review-article review journal article
PMC10821205,The Tandem of Liquid Chromatography and Network Pharmacology for the Chemical Profiling of Pule'an Tablets and the Prediction of Mechanism of Action in Treating Prostatitis.,metadata,no_intervention_signal
PMC12970938,Integrative network pharmacology and machine learning identify potential targets of indole-3-lactic acid in colorectal cancer.,metadata,no_intervention_signal
PMC12863777,Bioinformatics study of the pharmacological mechanism of sodium-glucose co-transporter 2 inhibitors in type 2 diabetes mellitus and coronary heart disease based on network pharmacology.,metadata,no_intervention_signal
PMC12142780,Exploring the Molecular Mechanisms of Fisetin in Treating Periodontitis Through Multiomics and Network Pharmacology.,metadata,no_intervention_signal
PMC8572589,Mechanism of Action of Dengzhan Shengmai in Regulating Stroke from an Inflammatory Perspective: A Preliminary Analysis of Network Pharmacology.,metadata,title_pattern:\bperspective\b
PMC10642394,From seeds to survival rates: investigating <i>Linum usitatissimum</i>'s potential against ovarian cancer through network pharmacology.,metadata,no_intervention_signal
PMC13042708,"Mechanisms of hesperetin in alleviating diabetic nephropathy: Network pharmacology, molecular docking, and experimental validation.",metadata,no_intervention_signal
PMC11725078,"Corrigendum to ""Integrated skin metabolomics and network pharmacology to explore the mechanisms of Goupi Plaster for treating knee osteoarthritis"" [J Tradit, Complementary Altern Med 14 (6) (2024) 675-686].",metadata,no_intervention_signal
,Investigation of Anti-Epithelial-Mesenchymal Transition and Anti-Inflammation effects of Qing Fei Hua Xian Decotion on Pulmonary Fibrosis via Network Pharmacology and Experimental Verification,metadata,no_pmcid
PMC10627628,Integrated bioinformatics and network pharmacology to explore the therapeutic target and molecular mechanisms of Taxus chinensis against non-small cell lung cancer.,metadata,no_intervention_signal
PMC11733132,Network pharmacology combined with experimental verification for exploring the potential mechanism of phellodendrine against depression.,metadata,no_intervention_signal
PMC10519549,Study on the active ingredients and mechanism of Jiaotai Pill in the treatment of primary insomnia based on network pharmacology and GEO statistics: A review.,metadata,title_pattern:\breview\b
PMC13062316,Reversing chemoresistance in ovarian cancer: network pharmacology reveals how hydroxychloroquine/sulfasalazine duotherapy remodels tumor inflammatory-immune microenvironment.,metadata,no_intervention_signal
PMC9500712,Molecular Mechanisms of <i>Cassia fistula</i> against Epithelial Ovarian Cancer Using Network Pharmacology and Molecular Docking Approaches.,metadata,no_intervention_signal
PMC10315040,Integrating network pharmacology and experimental verification to explore the pharmacological mechanisms of asparagus against polycystic ovary syndrome.,metadata,no_intervention_signal
PMC8615305,Network pharmacology-based strategy to investigate the active ingredients and molecular mechanisms of Scutellaria Barbata D. Don against radiation pneumonitis.,metadata,publication_type:review-article journal article
PMC10313304,Exploring the active ingredients and mechanism of Shenzhi Tongxin capsule against microvascular angina based on network pharmacology and molecular docking.,metadata,no_intervention_signal
PMC6393382,Network Pharmacology Databases for Traditional Chinese Medicine: Review and Assessment.,metadata,title_pattern:\breview\b
PMC10968670,Network pharmacology and transcriptomic profiling elucidate the therapeutic effects of <i>Ranunculus ternatus</i> Thunb on liver fibrosis via MK3-NF-κB inhibition.,metadata,no_intervention_signal
PMC10449304,Exploring the molecular mechanism of glycyrrhetinic acid in the treatment of gastric cancer based on network pharmacology and experimental validation.,metadata,no_intervention_signal
PMC12700967,Exploring the antidepressant-like effect of stigmasterol using network pharmacology with molecular docking and in vivo experimental validation.,metadata,no_intervention_signal
PMC11346867,Mechanism of inhibition of TLR4/NFκB/NLRP3 inflammatory pathway against AD based on the network pharmacology of Erjing Pills.,metadata,no_intervention_signal
PMC12663740,The Evolution of Gallic Acid in Aged White Tea and Its Potential Anti-Aging Mechanisms: An Integrated Study Combining Network Pharmacology and Computer Simulation.,metadata,no_intervention_signal
